,a,b,c,d,e,tess,Truth
181644,but,1:,dramatlzes,a,growl,dramatlzes,dramatizes
181657,to,zero,"15k,",even,for,"15k,","risk,"
181660,even,for,carclnogens,1n,"food,",carclnogens,carcinogens
181661,for,carclnogens,1n,"food,",15,1n,in
181666,an,unacceptable,publlc,pollcy.,1:,publlc,public
181667,unacceptable,publlc,pollcy.,1:,310,pollcy.,policy.
181669,pollcy.,1:,310,adds,another,310,also
181675,to,a,growlng,set,that,growlng,growing
181680,endorses,a,llfetlme,rlsk,of,llfetlme,lifetime
181681,a,llfetlme,rlsk,of,on,rlsk,risk
181684,of,on,1n,3,million,1n,in
181692,standard.,OSHA,peclal,Chemlcal,1ndustry,peclal,Special
181693,OSHA,peclal,Chemlcal,1ndustry,"Program,",Chemlcal,Chemical
181694,peclal,Chemlcal,1ndustry,"Program,",on,1ndustry,industry
181699,November,"4,","1935,",OSHA,esta-llshed,"1935,","1985,"
181701,"1935,",OSHA,esta-llshed,3,p119:,esta-llshed,established
181703,esta-llshed,3,p119:,Natlonal,Emphasls,p119:,pilot
181704,3,p119:,Natlonal,Emphasls,Program,Natlonal,National
181705,p119:,Natlonal,Emphasls,Program,for,Emphasls,Emphasis
181709,for,programmed,inspectlons,of,c,inspectlons,inspections
181733,a,sound,appr-ach.,Durlng,the,appr-ach.,approach.
181734,sound,appr-ach.,Durlng,the,flrst,Durlng,During
181736,Durlng,the,flrst,year,of,flrst,first
181740,of,the,plot,"program,",elghty,plot,pilot
181742,plot,"program,",elghty,plant,progams,elghty,eighty
181744,elghty,plant,progams,Will,be,progams,programs
181747,Will,be,1nspected,by,quallfled,1nspected,inspected
181749,1nspected,by,quallfled,compllance,offlcers,quallfled,qualified
181750,by,quallfled,compllance,offlcers,who,compllance,compliance
181751,quallfled,compllance,offlcers,who,will,offlcers,officers
181762,response,procedures.,Dccuatlonal,Safety,5,Dccuatlonal,Occupational
181766,5,Health,Admlnlstratlon,1053A).,OSHA,Admlnlstratlon,Administration
181767,Health,Admlnlstratlon,1053A).,OSHA,15,1053A).,(OSHA).
181781,1ndustry's,worker,educ.tlon,and,training,educ.tlon,education
181785,training,programs.,Th1:,program,will,Th1:,This
181789,will,become,effectlve,1n,May,effectlve,effective
181790,become,effectlve,1n,May,935.,1n,in
181792,1n,May,935.,Feds,31,935.,1986.
181802,Commlsslon,has,prop-sed,a,natural,prop-sed,proposed
181807,gas,block,bllllng,rule,that,bllllng,billing
181813,cost,the,chemlcal,1ndutry,$500,chemlcal,chemical
181814,the,chemlcal,1ndutry,$500,million,1ndutry,industry
181821,15,not,modlfled.,v.5.,Department,modlfled.,modified.
181822,not,modlfled.,v.5.,Department,of,v.5.,U.S.
181826,of,Energy,mom.,The,Secretary,mom.,(DOE).
181857,mm,for,dergulatlon.,He,1nd1cated,dergulatlon.,deregulation.
181859,dergulatlon.,He,1nd1cated,that,an,1nd1cated,indicated
181862,that,an,Admlnlstratlon,mm,15,Admlnlstratlon,Administration
181863,an,Admlnlstratlon,mm,15,preferable,mm,bill
181867,preferable,to,endrslng,any,of,endrslng,endorsing
181873,several,gas,mus,"pendlng,",and,mus,bills
181874,gas,mus,"pendlng,",and,thelr,"pendlng,","pending,"
181876,"pendlng,",and,thelr,mu,should,thelr,their
181877,and,thelr,mu,should,be,mu,bill
181880,should,be,reay,for,Congress,reay,ready
181883,for,Congress,1n,January,1935.,1n,in
181885,1n,January,1935.,Fag,2,1935.,1986.
181886,January,1935.,Fag,2,CMA,Fag,Page
181896,to,send,Natlonal,Energy,Pollcy,Natlonal,National
181898,Natlonal,Energy,Pollcy,Plan,v,Pollcy,Policy
181904,Congress,In,.nuary.,The,plans,.nuary.,January.
181908,plans,are,requlred,every,two,requlred,required
181916,of,federal,enrgy,pollcles.,St.tes,enrgy,energy
181917,federal,enrgy,pollcles.,St.tes,Adocacy,pollcles.,policies.
181918,enrgy,pollcles.,St.tes,Adocacy,at,St.tes,States
181919,pollcles.,St.tes,Adocacy,at,any,Adocacy,Advocacy
181928,on,early,"warnlng,",rapid,reponse,"warnlng,","warning,"
181930,"warnlng,",rapid,reponse,and,early,reponse,response
181933,and,early,1nvolvement.,Modern,technology.,1nvolvement.,involvement.
181936,Modern,technology.,1a.,the,"computer,",1a.,ie.
181953,1n,the,p-lltlcal,process.,CMA,p-lltlcal,political
181957,CMA,State,Affalrs,Dlvlslon,15,Affalrs,Affairs
181958,State,Affalrs,Dlvlslon,15,now,Dlvlslon,Division
181961,15,now,1mplement1ng,our,new,1mplement1ng,implementing
181985,counclls,actlvely,ortlclpatlng.,t,should,ortlclpatlng.,participating.
181989,should,be,noted.,however.,that,noted.,"noted,"
181999,Will,need,.ddltlonal,fundlng,for,.ddltlonal,additional
182000,need,.ddltlonal,fundlng,for,thelr,fundlng,funding
182002,fundlng,for,thelr,effectlve,partlclpa,thelr,their
182003,for,thelr,effectlve,partlclpa,tlon,effectlve,effective
182004,thelr,effectlve,partlclpa,tlon,1n,partlclpa,participa
182005,effectlve,partlclpa,tlon,1n,thls,tlon,tion
182006,partlclpa,tlon,1n,thls,Vital,1n,in
182007,tlon,1n,thls,Vital,communlcatlons,thls,this
182008,1n,thls,Vital,communlcatlons,network.,Vital,vital
182009,thls,Vital,communlcatlons,network.,Member,communlcatlons,communications
182012,network.,Member,companles,are,strongly,companles,companies
182017,encouraged,to,provlde,thls,needed,provlde,provide
182018,to,provlde,thls,needed,support.,thls,this
182025,advocacy,"program""",1nclud1ng,the,new,1nclud1ng,including
182033,will,be,heavlly,1nvolved,1n,heavlly,heavily
182034,be,heavlly,1nvolved,1n,1995,1nvolved,involved
182035,heavlly,1nvolved,1n,1995,1n,1n,in
182037,1n,1995,1n,the,crltlcal,1n,in
182039,1n,the,crltlcal,envlronmental,lssues,crltlcal,critical
182041,crltlcal,envlronmental,lssues,1dent1£1ed,by,lssues,issues
182042,envlronmental,lssues,1dent1£1ed,by,the,1dent1£1ed,identified
182045,by,the,Natlonal,Conference,of,Natlonal,National
182049,of,State,"Leglslators,","namely,",groundwater,"Leglslators,","Legislators,"
182054,and,the,dlsposal,of,hazardous,dlsposal,disposal
182061,"course,",other,lssues,Hill,contlnue,lssues,issues
182063,lssues,Hill,contlnue,m,be,contlnue,continue
182072,as,state,Superfund:,whlch,are,Superfund:,superfunds
182073,state,Superfund:,whlch,are,currently,whlch,which
182077,currently,under,detalled,study,by,detalled,detailed
182081,by,the,cm,State,Hazardous,cm,CMA
182088,Group.,State,rlghtitoiknow,actlon,contlnues,rlghtitoiknow,right-to-know
182089,State,rlghtitoiknow,actlon,contlnues,to,actlon,action
182090,rlghtitoiknow,actlon,contlnues,to,grow,contlnues,continues
182096,even,expand,1n,scope.,New,1n,in
182100,New,Jersey's,"""Toxlc",Catastrophe,Preventlon,"""Toxlc","""Toxic"
182102,"""Toxlc",Catastrophe,Preventlon,"Act"",",Signed,Preventlon,Prevention
182104,Preventlon,"Act"",",Signed,1n,early,Signed,signed
182105,"Act"",",Signed,1n,early,"January,",1n,in
182110,not,only,requlres,the,reportlng,requlres,requires
182112,requlres,the,reportlng,of,1nformatlon,reportlng,reporting
182114,reportlng,of,1nformatlon,concernlng,1ndustry's,1nformatlon,information
182115,of,1nformatlon,concernlng,1ndustry's,operatlons,concernlng,concerning
182116,1nformatlon,concernlng,1ndustry's,operatlons,but,1ndustry's,industry's
182117,concernlng,1ndustry's,operatlons,but,also,operatlons,operations
182125,to,order,rlsk,reductlon,measures,rlsk,risk
182126,order,rlsk,reductlon,measures,or,reductlon,reduction
182132,order,the,cessatlon,of,operatlons.,cessatlon,cessation
182134,cessatlon,of,operatlons.,Toxlc,air,operatlons.,operations.
182135,of,operatlons.,Toxlc,air,will,Toxlc,Toxic
182141,even,more,unportant,at,the,unportant,important
182150,EPA,pushes,thls,lssue,along,thls,this
182151,pushes,thls,lssue,along,Hlth,lssue,issue
182153,lssue,along,Hlth,groundwater,to,Hlth,with
182158,the,states.,CMA'S,State,Affalrs,CMA'S,CMA's
182160,CMA'S,State,Affalrs,program,has,Affalrs,Affairs
182165,been,an,actlve,partlclpant,1n,actlve,active
182166,an,actlve,partlclpant,1n,CMA'S,partlclpant,participant
182167,actlve,partlclpant,1n,CMA'S,development,1n,in
182168,partlclpant,1n,CMA'S,development,of,CMA'S,CMA's
182172,of,an,alr,toxlcs,pollcy.,alr,air
182173,an,alr,toxlcs,pollcy.,A,toxlcs,toxics
182174,alr,toxlcs,pollcy.,A,"new,",pollcy.,policy.
182178,"new,",but,rapldly,growlng,lssue,rapldly,rapidly
182179,but,rapldly,growlng,lssue,at,growlng,growing
182180,rapldly,growlng,lssue,at,the,lssue,issue
182189,15,liability,1nsurance,and,the,1nsurance,insurance
182197,tort,reform.,CMA'S,State,Affalrs,CMA'S,CMA's
182199,CMA'S,State,Affalrs,program,15,Affalrs,Affairs
182202,program,15,actlvely,partlclpatlng,1n,actlvely,actively
182203,15,actlvely,partlclpatlng,1n,3,partlclpatlng,participating
182204,actlvely,partlclpatlng,1n,3,large,1n,in
182207,3,large,coalltlon,of,1nterested,coalltlon,coalition
182209,coalltlon,of,1nterested,trade,assoclatlons,1nterested,interested
182211,1nterested,trade,assoclatlons,and,1nd1v1dual,assoclatlons,associations
182213,assoclatlons,and,1nd1v1dual,companles,under,1nd1v1dual,individual
182214,and,1nd1v1dual,companles,under,the,companles,companies
182217,under,the,ausplces,of,the,ausplces,auspices
182220,of,the,Amerlcan,Leglslatlve,Exchange,Amerlcan,American
182221,the,Amerlcan,Leglslatlve,Exchange,Councll.,Leglslatlve,Legislative
182223,Leglslatlve,Exchange,Councll.,Nearly,all,Councll.,Council.
182228,states,are,1nvolved,1n,some,1nvolved,involved
182229,are,1nvolved,1n,some,aspect,1n,in
182233,aspect,of,thls,issue.,of,thls,this
182238,"course,",hazardous,materlal,"transportatlon,",publlc,materlal,material
182239,hazardous,materlal,"transportatlon,",publlc,compensatlon,"transportatlon,","transportation,"
182240,materlal,"transportatlon,",publlc,compensatlon,and,publlc,public
182241,"transportatlon,",publlc,compensatlon,and,chronlc,compensatlon,compensation
182243,compensatlon,and,chronlc,health,lssues,chronlc,chronic
182245,chronlc,health,lssues,Hill,contlnue,lssues,issues
182247,lssues,Hill,contlnue,m,be,contlnue,continue
182250,m,be,actlve,lssues,as,actlve,active
182251,be,actlve,lssues,as,well,lssues,issues
182254,as,well,1n,1935.,Medla,1n,in
182255,well,1n,1935.,Medla,Page,1935.,1986.
182256,1n,1935.,Medla,Page,3,Medla,Media
182259,Page,3,cm,039507,The,cm,CMA
182260,3,cm,039507,The,closmg,039507,038607
182262,039507,The,closmg,months,of,closmg,closing
182268,saw,concentrated,medla,attentlon,on,medla,media
182269,concentrated,medla,attentlon,on,the,attentlon,attention
182275,of,air,toxlcs.,The,flrst,toxlcs.,toxics.
182277,toxlcs.,The,flrst,annlversary,of,flrst,first
182278,The,flrst,annlversary,of,Bhopal,annlversary,anniversary
182283,and,related,actlvltles,of,envlronmental,actlvltles,activities
182290,EPA,hazardous,chemlcals,115mm;,and.,chemlcals,chemicals
182291,hazardous,chemlcals,115mm;,and.,1n,115mm;,listing
182293,115mm;,and.,1n,depth,medla,1n,in
182295,1n,depth,medla,"analysls,",made,medla,media
182296,depth,medla,"analysls,",made,headllnes,"analysls,","analysis,"
182298,"analysls,",made,headllnes,at,the,headllnes,headlines
182302,the,same,tune.,Reauthor12atlon,of,tune.,time.
182303,same,tune.,Reauthor12atlon,of,Superfund,Reauthor12atlon,Reauthori2ation
182307,Superfund,probably,galned,more,medla,galned,gained
182309,galned,more,medla,attentlon,than,medla,media
182310,more,medla,attentlon,than,"expected,",attentlon,attention
182313,than,"expected,",prlmarlly,because,of,prlmarlly,primarily
182316,because,of,1:5,1ntruslon,1nto,1:5,its
182317,of,1:5,1ntruslon,1nto,the,1ntruslon,intrusion
182318,1:5,1ntruslon,1nto,the,budget,1nto,into
182321,the,budget,reconclllatlon,process.,Most,reconclllatlon,reconciliation
182325,Most,of,thls,attentlon,was,thls,this
182326,of,thls,attentlon,was,1n,attentlon,attention
182328,attentlon,was,1n,the,fom,1n,in
182330,1n,the,fom,of,news,fom,form
182335,rather,than,edltorlal,coverage.,1995,edltorlal,editorial
182340,7,as,mlght,have,been,mlght,might
182343,have,been,antlclpated,followlng,the,antlclpated,anticipated
182344,been,antlclpated,followlng,the,December,followlng,following
182347,the,December,1994,Bhopal,accldent,1994,1984
182349,1994,Bhopal,accldent,7,became,accldent,accident
182355,year,of,1ntense,envlronmental,inquiry.,1ntense,intense
182358,envlronmental,inquiry.,Inltlal,1nterest,was,Inltlal,Initial
182359,inquiry.,Inltlal,1nterest,was,1n,1nterest,interest
182361,1nterest,was,1n,the,potentlal,1n,in
182363,1n,the,potentlal,for,acute,potentlal,potential
182366,for,acute,1nc1dents,1n,the,1nc1dents,incidents
182367,acute,1nc1dents,1n,the,Unlted,1n,in
182369,1n,the,Unlted,States.,Storles,Unlted,United
182371,Unlted,States.,Storles,focused,on,Storles,Stories
182374,focused,on,questlons,of,{allure,questlons,questions
182376,questlons,of,{allure,to,regulate,{allure,failure
182380,regulate,or,1nadequacy,of,exlstlng,1nadequacy,inadequacy
182382,1nadequacy,of,exlstlng,law.,For,exlstlng,existing
182386,For,the,"medla,",the,"Instltute,","medla,","media,"
182388,"medla,",the,"Instltute,",w.v.,release,"Instltute,","Institute,"
182389,the,"Instltute,",w.v.,release,answered,w.v.,W.V.
182393,answered,the,questlon,"""can",1:,questlon,question
182398,happen,"here?""",Attentlon,to,"""acute""",Attentlon,Attention
182403,threats,accelerated,1n,thelr,Bhopal,1n,in
182404,accelerated,1n,thelr,Bhopal,retrospectlve.,thelr,their
182406,thelr,Bhopal,retrospectlve.,Medla,from,retrospectlve.,retrospective.
182407,Bhopal,retrospectlve.,Medla,from,chemlcal,Medla,Media
182409,Medla,from,chemlcal,states,such,chemlcal,chemical
182417,west,"Virginia,","Illlnols,",Dhlo,and,"Illlnols,","Illinois,"
182418,"Virginia,","Illlnols,",Dhlo,and,Pennsylvanla,Dhlo,Ohio
182420,Dhlo,and,Pennsylvanla,were,concerned,Pennsylvanla,Pennsylvania
182434,safety,and,deslgn.,New,Jersey,deslgn.,design.
182437,New,Jersey,attentlon,1ncluded,"""chronlc""",attentlon,attention
182438,Jersey,attentlon,1ncluded,"""chronlc""",lssues,1ncluded,included
182439,attentlon,1ncluded,"""chronlc""",lssues,as,"""chronlc""","""chronic"""
182440,1ncluded,"""chronlc""",lssues,as,well,lssues,issues
182447,raising,the,1dea,of,affect,1dea,idea
182451,affect,on,"communltles,",as,opposed,"communltles,","communities,"
182461,part,our,actlvltles,relatlng,to,actlvltles,activities
182462,our,actlvltles,relatlng,to,Superfund,relatlng,relating
182466,Superfund,were,proactlve.,Bhopal/alr,toxlcs,proactlve.,proactive.
182467,were,proactlve.,Bhopal/alr,toxlcs,actlvltles,Bhopal/alr,Bhopal/air
182468,proactlve.,Bhopal/alr,toxlcs,actlvltles,were,toxlcs,toxics
182469,Bhopal/alr,toxlcs,actlvltles,were,responslve.,actlvltles,activities
182471,actlvltles,were,responslve.,The,natlonal,responslve.,responsive.
182473,responslve.,The,natlonal,medla,appeared,natlonal,national
182474,The,natlonal,medla,appeared,to,medla,media
182479,understand,the,chemlcal,1ndustry,ratlonale,chemlcal,chemical
182480,the,chemlcal,1ndustry,ratlonale,for,1ndustry,industry
182481,chemlcal,1ndustry,ratlonale,for,a,ratlonale,rationale
182492,to,that,posltlon,1n,thelr,posltlon,position
182493,that,posltlon,1n,thelr,"coverage,",1n,in
182494,posltlon,1n,thelr,"coverage,",1n,thelr,their
182496,thelr,"coverage,",1n,addltlon.,those,1n,in
182497,"coverage,",1n,addltlon.,those,reporters,addltlon.,"addition,"
182507,over,a,perlod,of,time,perlod,period
182511,time,agree,mm,the,1ndustry,mm,with
182513,mm,the,1ndustry,contentlon,that,1ndustry,industry
182514,the,1ndustry,contentlon,that,a,contentlon,contention
182518,a,waste,generatlon,tax,bears,generatlon,generation
182521,tax,bears,llttle,relatlonshlp,to,llttle,little
182522,bears,llttle,relatlonshlp,to,hazardous,relatlonshlp,relationship
182526,hazardous,waste,sltes.,Courts,and,sltes.,sites.
182530,and,Agency,Dealslons,Federal,Marltlme,Dealslons,Decisions
182532,Dealslons,Federal,Marltlme,Commlsslon.,A,Marltlme,Maritime
182533,Federal,Marltlme,Commlsslon.,A,Vlctory,Commlsslon.,Commission.
182535,Commlsslon.,A,Vlctory,I,"am,",Vlctory,victory
182537,Vlctory,I,"am,",through,brlefs,"am,","CMA,"
182539,"am,",through,brlefs,and,"affldavlts,",brlefs,briefs
182541,brlefs,and,"affldavlts,",convlnced,an,"affldavlts,","affidavits,"
182542,and,"affldavlts,",convlnced,an,Admlnlstratlve,convlnced,convinced
182544,convlnced,an,Admlnlstratlve,Law,Judge,Admlnlstratlve,Administrative
182548,Judge,to,declde,that,two,declde,decide
182551,that,two,chemlcal,parcel,tankers,chemlcal,chemical
182560,"""ocean",conanon,carrlers...,and,thus,carrlers...,carriers”
182565,exempt,from,antltrust,laws.,Whlle,antltrust,antitrust
182567,antltrust,laws.,Whlle,thls,declslon,Whlle,While
182568,laws.,Whlle,thls,declslon,15,thls,this
182569,Whlle,thls,declslon,15,llkely,declslon,decision
182571,declslon,15,llkely,to,be,llkely,likely
182577,to,the,entlre,Commlsslon.,1:,entlre,entire
182578,the,entlre,Commlsslon.,1:,may,Commlsslon.,"Commission,"
182587,to,prevent,chemlcal,parcel,tankers,chemlcal,chemical
182591,tankers,from,obtalnlng,antltrust,exemptlons,obtalnlng,obtaining
182592,from,obtalnlng,antltrust,exemptlons,for,antltrust,antitrust
182593,obtalnlng,antltrust,exemptlons,for,price,exemptlons,exemptions
182596,for,price,settlng,and,market,settlng,setting
182599,and,market,allocatlon,agreements.,Those,allocatlon,allocation
182602,agreements.,Those,actlvltles,could,cost,actlvltles,activities
182606,cost,the,chemlcal,1ndustry,2mm,chemlcal,chemical
182607,the,chemlcal,1ndustry,2mm,mllllon,1ndustry,industry
182608,chemlcal,1ndustry,2mm,mllllon,dollars,2mm,200
182609,1ndustry,2mm,mllllon,dollars,per,mllllon,million
182613,per,year,1n,1ncreased,rates,1n,in
182614,year,1n,1ncreased,rates,on,1ncreased,increased
182618,on,bulk,chemlcal,exports,and,chemlcal,chemical
182621,exports,and,unports.,Federal,Energy,unports.,imports.
182625,Energy,Regulatory,Commlsslon.,Another,vlctoryl,Commlsslon.,Commission.
182627,Commlsslon.,Another,vlctoryl,The,Federal,vlctoryl,victoryl
182632,Energy,Regulatory,Commlsslon,(mum,has,Commlsslon,Commission
182633,Regulatory,Commlsslon,(mum,has,approved,(mum,(FERC)
182643,Page,4,cm,means,transportatlon,cm,CMA
182645,cm,means,transportatlon,that,adopts,transportatlon,transportation
182650,many,CMA,recommendatlons.,The,rule,recommendatlons.,recommendations.
182655,(Order,No.,4357,15,1ntended,4357,436)
182657,4357,15,1ntended,to,promote,1ntended,intended
182660,to,promote,competltlon,1n,the,competltlon,competition
182661,promote,competltlon,1n,the,natural,1n,in
182667,market,by,facllltatlng,the,movement,facllltatlng,facilitating
182680,When,fully,unplemented,by,the,unplemented,implemented
182683,by,the,"pipellnes,",there,Will,"pipellnes,","pipelines,"
182688,be,a,substantlal,cost,savlngs,substantlal,substantial
182690,substantlal,cost,savlngs,to,1ndustrlal,savlngs,savings
182692,savlngs,to,1ndustrlal,users,of,1ndustrlal,industrial
182698,The,annual,savlngs,for,cm,savlngs,savings
182700,savlngs,for,cm,members,15,cm,CMA
182703,members,15,estlmated,at,53m,estlmated,estimated
182705,estlmated,at,53m,to,$750,53m,$300
182708,to,$750,mllllon.,In,addltlon.,mllllon.,million.
182710,mllllon.,In,addltlon.,cm,and,addltlon.,"addition,"
182711,In,addltlon.,cm,and,1:5,cm,CMA
182713,cm,and,1:5,Coalltlon,partners,1:5,its
182714,and,1:5,Coalltlon,partners,successfully,Coalltlon,coalition
182718,successfully,argued,agalnst,1ncluslon,of,agalnst,against
182719,argued,agalnst,1ncluslon,of,a,1ncluslon,inclusion
182724,new,block,bllllng,mechanlsm,1n,bllllng,billing
182725,block,bllllng,mechanlsm,1n,the,mechanlsm,mechanism
182726,bllllng,mechanlsm,1n,the,flnal,1n,in
182728,1n,the,flnal,rule.,CMA,flnal,final
182731,rule.,CMA,testlfled,that,block,testlfled,testified
182734,that,block,bllllng,would,slgnlflcantly,bllllng,billing
182736,bllllng,would,slgnlflcantly,ralse,the,slgnlflcantly,significantly
182737,would,slgnlflcantly,ralse,the,price,ralse,raise
182744,gas,for,1ndustrlal,consumers.,A,1ndustrlal,industrial
182748,A,study,submltted,by,cm,submltted,submitted
182750,submltted,by,cm,1nd1cated,that,cm,CMA
182751,by,cm,1nd1cated,that,annual,1nd1cated,indicated
182757,to,the,chemlcal,1ndustry,would,chemlcal,chemical
182758,the,chemlcal,1ndustry,would,be,1ndustry,industry
182761,would,be,approxlmately,$550,million.,approxlmately,approximately
182762,be,approxlmately,$550,million.,FERC'S,$550,$660
182764,$550,million.,FERC'S,actlon,15,FERC'S,FERC's
182765,million.,FERC'S,actlon,15,a,actlon,action
182769,a,major,Vlctory,for,cm,Vlctory,victory
182771,Vlctory,for,cm,and,other,cm,CMA
182774,and,other,1ndustrlal,users.,However.,1ndustrlal,industrial
182778,However.,the,Commlsslon,15,contlnulng,Commlsslon,Commission
182780,Commlsslon,15,contlnulng,1::,assessment,contlnulng,continuing
182781,15,contlnulng,1::,assessment,of,1::,its
182787,advantages,and,dlsadvantages,of,block,dlsadvantages,disadvantages
182790,of,block,bllllng,and,further,bllllng,billing
182793,and,further,actlon,15,5:111,actlon,action
182795,actlon,15,5:111,posslble.,11.,5:111,still
182796,15,5:111,posslble.,11.,ISSUES,posslble.,possible.
